especievalida,nombrecomun,estadomapa,ambiente,validacionambiente,longitud,latitud
Nyctibius jamaicensis,"pájaro estaca, pájaro estaca norteño",MEXICO,Terrestre,Válido,-98.9636374,19.482891
Passerina leclancherii,colorín pecho naranja,MEXICO,Terrestre,Válido,-99.510948,19.32077
Peucedramus taeniatus,ocotero enmascarado,MEXICO,Terrestre,Válido,-99.4336454,19.3006596
Piranga bidentata,"piranga dorso rayado, tangara dorso rayado",MEXICO,Terrestre,Válido,-99.4573887,19.2245802
Quiscalus mexicanus,zanate mayor,MEXICO,Terrestre,Válido,-99.4973373,19.1531034
Quiscalus palustris,zanate del Lerma,MEXICO,Terrestre,Válido,-99.5203884,19.2429981
Rallus tenuirostris,rascón azteca,MEXICO,Dulceacuícola,Válido,-99.509,19.359
Selasphorus heloisa,zumbador mexicano,MEXICO,Terrestre,Válido,-99.363184,19.6272717
Sicalis luteola,gorrión canario sabanero,MEXICO,Terrestre,Válido,-99.3878818,19.3034278
Sitta carolinensis,"bajapalos pecho blanco, sita pecho blanco",MEXICO,Terrestre,Válido,-99.7747421,19.1110448
Sitta pygmaea,"bajapalos enano, sita enana",MEXICO,Terrestre,Válido,-98.649025,19.0863452
Streptoprocne rutila,vencejo cuello castaño,MEXICO,Terrestre,Válido,-100.0429373,19.0444481
Tilmatura dupontii,colibrí cola pinta,MEXICO,Terrestre,Válido,-99.5933286,18.8629832
Toxostoma ocellatum,cuicacoche moteado,MEXICO,Terrestre,Válido,-99.1195214,20.0073064
Vireolanius melitophrys,"vireón arlequín, vireón pecho castaño",MEXICO,Terrestre,Válido,-100.2895451,19.3640872
Volatinia jacarina,semillero brincador,MEXICO,Terrestre,Válido,-99.5933286,18.8629832
Xenotriccus mexicanus,mosquero del Balsas,MEXICO,Terrestre,Válido,-99.5933286,18.8629832
Aphelocoma ultramarina ultramarina,chara pecho gris,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.6133333,19.5233333
Caracara plancus cheriway,caracara quebrantahuesos,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.7833333,18.0938889
Cardinalis sinuatus,"cardenal desértico, cardenal pardo",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1433333,19.8641667
Coccothraustes abeillei,picogrueso encapuchado,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.671058,19.35558
Colinus virginianus,codorniz cotuí,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.350378,19.9539516
Contopus cinereus,"papamoscas tropical, pibí tropical",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.286667,19.39
Cyanocitta stelleri,"chara copetona, chara crestada",MICHOACAN DE OCAMPO,Terrestre,Válido,-100.6508333,19.8008333
Geothlypis poliocephala,mascarita pico grueso,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.9175444,19.4974054
Icterus pectoralis pectoralis,bolsero pecho manchado,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.6683333,18.7516667
Jacana spinosa,jacana norteña,MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-101.1569166,19.964233
Megaceryle torquata,martín pescador de collar,MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-101.44982,19.807016
Megascops trichopsis,tecolote rítmico,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.7430556,19.6666667
Oriturus superciliosus,"zacatonero rayado, zacatonero serrano",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Peucaea humeralis,zacatonero pecho negro,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.9001133,18.3138402
Philortyx fasciatus,"codorniz barrada, codorniz rayada",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.9298019,18.8624991
Pitangus sulphuratus,Luis bienteveo,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1953828,19.6842196
Polioptila nigriceps,perlita sinaloense,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.235475,19.940451
Ramosomyia violiceps,colibrí corona violeta,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1538938,19.6809779
Saucerottia beryllina,colibrí berilo,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Spinus psaltria,"jilguerito dominico, jilguero dominico",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Sula dactylatra,bobo enmascarado,MICHOACAN DE OCAMPO,Marino; Salobre,Válido,-103.7254362,18.5991499
Tachycineta albilinea,golondrina manglera,MICHOACAN DE OCAMPO,Dulceacuícola; Terrestre,Válido,-101.8963433,18.9528983
Tilmatura dupontii,colibrí cola pinta,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.228576,19.680369
Tityra semifasciata,"titira enmascarada, titira puerquito",MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Turdus rufopalliatus rufopalliatus,mirlo dorso rufo,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.6683333,18.7516667
Aphelocoma woodhouseii,chara de collar,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.8474771,19.5049549
Aramides axillaris,"rascón cuello canela, rascón cuello rufo",MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-102.1466667,17.9433333
Aramus guarauna,carrao,MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-101.1978461,19.934559
Basileuterus lachrymosus,"chipe de roca, pavito de rocas",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.4219969,18.2380008
Campylorhynchus megalopterus,matraca barrada,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.2819444,19.6536111
Cathartes aura,zopilote aura,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Cinclus mexicanus,mirlo acuático norteamericano,MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-102.0732021,19.4248299
Cochlearius cochlearius,garza cucharón,MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-102.7833333,18.0938889
Columba livia,paloma doméstica,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1953828,19.6842196
Columbina inca,"tortolita cola larga, tórtola cola larga",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.6419963,20.0443569
Contopus pertinax,"papamoscas José María, pibí tengofrío",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0833333,19.2833333
Cyrtonyx montezumae,codorniz de Moctezuma,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.1208333,19.8505556
Dryobates arizonae,carpintero de Arizona,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.82637,18.586589
Empidonax affinis,"mosquero pinero, papamoscas pinero",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.4441758,19.2292543
Empidonax affinis affinis,mosquero pinero,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.59,19.695
Geococcyx velox,correcaminos tropical,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.7935416,18.93881
Hapalocrex flaviventer,polluela pecho amarillo,MICHOACAN DE OCAMPO,Dulceacuícola; Salobre,Válido,-101.5733333,19.6283333
Herpetotheres cachinnans,halcón guaco,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.9175444,19.4974054
Lepidocolaptes souleyetii,trepatroncos corona rayada,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.4609986,18.2649994
Megascops cooperi,tecolote de Cooper,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.2180022,18.7159997
Megascops seductus,tecolote del Balsas,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.4658333,18.3222222
Melanerpes chrysogenys,carpintero enmascarado,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1630044,18.7356035
Melozone fusca,"rascador viejita, toquí pardo",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Momotus mexicanus,"momoto corona café, momoto corona canela",MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Myioborus miniatus miniatus,chipe de montaña,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.6833333,19.6
Myiopagis viridicata,"elenia verdosa, mosquerito verdoso",MICHOACAN DE OCAMPO,Terrestre,Válido,-100.367765,19.471055
Parabuteo unicinctus,aguililla rojinegra,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.8683333,19.1227778
Peucaea ruficauda,zacatonero corona rayada,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Ptiliogonys cinereus,capulinero gris,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Ramosomyia viridifrons,colibrí frente verde,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.90167,18.25167
Ridgwayia pinicola,"mirlo azteca, mirlo pinto",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0620456,19.3837395
Sitta carolinensis,"bajapalos pecho blanco, sita pecho blanco",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0833333,19.2833333
Sporophila torqueola,"semillero de collar, semillero rabadilla canela",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.6166216,19.6277471
Streptoprocne semicollaris,vencejo nuca blanca,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.4660368,19.4862354
Sula sula,bobo patas rojas,MICHOACAN DE OCAMPO,Marino; Salobre,Válido,-102.7511787,18.076494
Trogon collaris,"coa de collar, trogón de collar",MICHOACAN DE OCAMPO,Terrestre,Válido,-103.2870024,18.8313008
Trogon elegans,"coa elegante, trogón elegante",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Vireolanius melitophrys,"vireón arlequín, vireón pecho castaño",MICHOACAN DE OCAMPO,Terrestre,Válido,-100.8316667,19.7033333
Xenotriccus mexicanus,mosquero del Balsas,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0747209,19.3508039
Aimophila ruficeps,"zacatonero corona canela, zacatonero corona rufa",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Amazona albifrons,loro frente blanca,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.2227777,18.5430558
Amazona finschi,loro corona lila,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Ara militaris,guacamaya verde,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.2227777,18.5430558
Asio stygius,búho cara oscura,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.2350641,19.6977082
Basileuterus culicivorus,"chipe cejas negras, chipe corona dorada",MICHOACAN DE OCAMPO,Terrestre,Válido,-103.16,18.7769444
Buteogallus urubitinga,aguililla negra mayor,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0216501,19.1798277
Calocitta colliei,"urraca cara negra, urraca-hermosa cara negra",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.5751829,19.5353632
Calocitta formosa formosa,urraca-hermosa cara blanca,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.4366667,19.5466667
Campylorhynchus jocosus,matraca del Balsas,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.8942586,19.7016729
Colibri thalassinus,colibrí orejas violetas,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.2418139,19.6696249
Columbina talpacoti,"tortolita canela, tórtola rojiza",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.7833333,18.0938889
Cyrtonyx montezumae montezumae,codorniz moctezuma,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0183333,19.43
Dendrocygna autumnalis,"pijije ala blanca, pijije alas blancas",MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-103.3475,18.2888889
Dendrortyx macroura,codorniz coluda transvolcánica,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.1108611,19.4376111
Eremophila alpestris,alondra cornuda,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.3316667,19.4966667
Granatellus venustus venustus,granatelo mexicano,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.585,18.53
Haemorhous mexicanus,pinzón mexicano,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.139626,19.697437
Icterus mesomelas,"bolsero cola amarilla, calandria cola amarilla",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1883333,19.7
Junco phaeonotus,junco ojos de lumbre,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.6847528,19.3517045
Junco phaeonotus phaeonotus,junco ojo de lumbre,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.3383333,19.63
Lampornis amethystinus,colibrí garganta amatista,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.2772222,19.6530556
Larus heermanni,"gaviota ploma, gaviota plomiza",MICHOACAN DE OCAMPO,Dulceacuícola; Marino,Válido,-102.7511787,18.076494
Leptotila verreauxi,paloma arroyera,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Megarynchus pitangua,Luis pico grueso,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3975,18.3077778
Megascops kennicottii,"tecolote del oeste, tecolote occidental",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.2016665,19.6883442
Myioborus pictus,"chipe ala blanca, pavito alas blancas",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.5626168,19.5271932
Myiopsitta monachus,perico monje argentino,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1953828,19.6842196
Pachyramphus aglaiae,"cabezón degollado, mosquero-cabezón degollado",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Panyptila sanctihieronymi,vencejo tijereta mayor,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.9322222,19.6233333
Passer domesticus,"gorrión casero, gorrión doméstico",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.2418139,19.6696249
Passerina leclancherii,colorín pecho naranja,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Phaeoptila sordida,"colibrí opaco, colibrí oscuro",MICHOACAN DE OCAMPO,Terrestre,Válido,-100.7533333,19.0483333
Pheucticus chrysopeplus,picogordo amarillo,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.9001133,18.3138402
Selasphorus heloisa,zumbador mexicano,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.9125,18.8444444
Sittasomus griseicapillus,"trepatroncos cabeza gris, trepatroncos oliváceo",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.9927778,18.7277778
Sturnella magna,pradero tortillaconchile,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.4753817,19.851775
Sturnus vulgaris,estornino pinto,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.2418139,19.6696249
Thryomanes bewickii,"chivirín cola oscura, saltapared cola larga",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Thryophilus sinaloa,"chivirín sinaloense, saltapared sinaloense",MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Toxostoma curvirostre,cuicacoche pico curvo,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Turdus assimilis,mirlo garganta blanca,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0833333,19.2833333
Tyrannus melancholicus,"tirano melancólico, tirano pirirí, tirano tropical",MICHOACAN DE OCAMPO,Terrestre,Válido,-100.9016667,18.625
Tyto alba,lechuza de campanario,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1924351,19.7029692
Vireo hypochryseus,"vireo amarillo, vireo dorado",MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3891667,18.3205556
Volatinia jacarina,semillero brincador,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1570248,19.6490458
Anhinga anhinga,anhinga americana,MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-102.29377,17.965721
Antrostomus salvini,"tapacamino ticuer, tapacaminos ticurú",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.7666667,19.6
Auriparus flaviceps,baloncillo,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.8633121,19.9475308
Baeolophus wollweberi,carbonero embridado,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.9783333,18.755
Cyanoloxia cyanoides,"picogordo azulnegro, picogordo negro",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.40294,18.103
Cynanthus latirostris,colibrí pico ancho,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.1953828,19.6842196
Diglossa baritula,"picaflor canelo, picochueco vientre canela",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.733762,19.608628
Dryobates fumigatus,carpintero café,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.9544444,18.8019444
Elanus leucurus,milano cola blanca,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.5626168,19.5271932
Glaucidium gnoma,tecolote serrano,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.2150015,19.6311242
Habia rubica,"piranga hormiguera corona roja, tangara-hormiguera corona roja",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.4219969,18.2380008
Heliomaster constantii,"colibrí picudo, colibrí picudo occidental",MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Henicorhina leucophrys,"chivirín pecho gris, saltapared pecho gris",MICHOACAN DE OCAMPO,Terrestre,Válido,-100.2685851,19.4400671
Lampornis clemenciae,colibrí garganta azul,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0833333,19.2833333
Loxia curvirostra,picotuerto rojo,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0833333,19.2833333
Megascops asio,"tecolote del este, tecolote oriental",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.625,20.26
Melanerpes uropygialis,carpintero del desierto,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.5925,20.2561111
Melozone kieneri,"rascador nuca canela, rascador nuca rufa",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0833333,19.2833333
Myiarchus nuttingi,"papamoscas de Nutting, papamoscas huí",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Myioborus miniatus,"chipe de montaña, pavito alas negras",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Nyctiphrynus mcleodii,"tapacamino prío, tapacaminos prío",MICHOACAN DE OCAMPO,Terrestre,Válido,-100.4616667,19.5166667
Oreothlypis superciliosa,"chipe cejas blancas, parula ceja blanca",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0833333,19.2833333
Pachyramphus major,"cabezón mexicano, mosquero-cabezón mexicano",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.5698742,19.4090517
Patagioenas flavirostris,paloma morada,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Peucaea carpalis,"zacatonero ala rufa, zacatonero hombros canela",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.4816667,19.7366667
Piranga bidentata,"piranga dorso rayado, tangara dorso rayado",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.7483333,19.4158333
Piranga erythrocephala,"piranga cabeza roja, tangara cabeza roja",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0833333,19.2833333
Psittacara holochlorus,perico mexicano,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.16,18.7769444
Rallus tenuirostris,rascón azteca,MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-102.32,19.9566667
Streptoprocne zonaris,"vencejo collar blanco, vencejo cuello blanco",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.575,19.4483333
Toxostoma ocellatum,cuicacoche moteado,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.9545171,19.6527321
Trogon citreolus,"coa citrina, trogón citrino",MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Vireo brevipennis,vireo pizarra,MICHOACAN DE OCAMPO,Terrestre,Válido,-100.9498489,19.6536659
Xiphorhynchus flavigaster,trepatroncos bigotudo,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Aegolius acadicus,"tecolote afilador, tecolote oyamelero norteño",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.6097222,19.4416667
Aeronautes saxatalis,vencejo pecho blanco,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.79153,19.819247
Aphelocoma ultramarina,"chara pecho gris neovolcánica, chara transvolcánica",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Arremonops rufivirgatus,rascador oliváceo,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Atlapetes pileatus,"atlapetes gorra rufa, rascador gorra canela",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Aulacorhynchus prasinus,"tucancillo verde, tucaneta verde",MICHOACAN DE OCAMPO,Terrestre,Válido,-103.16,18.7769444
Basileuterus rufifrons,"chipe gorra canela, chipe gorra rufa",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Campylorhynchus brunneicapillus,matraca del desierto,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.0833333,19.2833333
Campylorhynchus gularis,matraca serrana,MICHOACAN DE OCAMPO,Terrestre,Válido,-101.665324,19.675089
Columbina minuta,"tortolita pecho liso, tórtola pecho liso",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.1444444,17.9724999
Cyanocorax sanblasianus,chara de San Blas,MICHOACAN DE OCAMPO,Terrestre,Válido,-102.1633333,17.9563889
Cypseloides storeri,"vencejo cara blanca, vencejo frente blanca",MICHOACAN DE OCAMPO,Terrestre,Válido,-101.455574,19.245982
Dendrocygna bicolor,pijije canelo,MICHOACAN DE OCAMPO,Dulceacuícola,Válido,-100.84142,19.9105797
Fregata magnificens,"fragata magnífica, fragata tijereta",MICHOACAN DE OCAMPO,Marino,Válido con tolerancia,-103.632159,18.553369
Geranospiza caerulescens,gavilán zancón,MICHOACAN DE OCAMPO,Dulceacuícola; Terrestre,Válido,-102.233273,18.023779
Glaucidium brasilianum,tecolote bajeño,MICHOACAN DE OCAMPO,Terrestre,Válido,-103.3475,18.2888889
Icterus pectoralis,"bolsero pecho manchado, calandria pecho moteado",MICHOACAN DE OCAMPO,Terrestre,Válido,-102.1986111,17.9555556
