especievalida,nombrecomun,category,status,longitud,latitud
Passerculus sandwichensis sanctorum,gorrión sabanero,nom059,Amenazada (A),-115.25,28.1983333
Passerculus sandwichensis rostratus,gorrión sabanero,nom059,Sujeta a protección especial (Pr),-112.5,29
Passerculus sandwichensis rostratus,gorrión sabanero,iucn,Preocupación menor (lc),-112.5,29
Passerculus sandwichensis nevadensis,gorrión sabanero,iucn,Preocupación menor (lc),-104.8666667,21.4016667
Passerculus sandwichensis magdalenae,gorrión sabanero,iucn,Preocupación menor (lc),-111.6833333,24.5533333
Passerculus sandwichensis labradorius,gorrión sabanero,iucn,Preocupación menor (lc),-89.5466667,21.2983333
Passerculus sandwichensis guttatus,gorrión sabanero,iucn,Preocupación menor (lc),-113.55,26.7666667
Passerculus sandwichensis brunnescens,gorrión sabanero,iucn,Preocupación menor (lc),-101.8683333,21.8183333
Passerculus sandwichensis brooksi,gorrión sabanero,iucn,Preocupación menor (lc),-114.25,28.7166667
Passerculus sandwichensis beldingi,gorrión sabanero,iucn,Preocupación menor (lc),-116.605,31.8583333
Passerculus sandwichensis beldingi,gorrión sabanero,nom059,Amenazada (A),-116.605,31.8583333
Passerculus sandwichensis atratus,gorrión sabanero,iucn,Preocupación menor (lc),-112.5,29
Passerculus sandwichensis anulus,gorrión sabanero,iucn,Preocupación menor (lc),-111.92,25.505
Passerculus sandwichensis anthinus,gorrión sabanero,iucn,Preocupación menor (lc),-99.5,17.55
Passerculus sandwichensis alaudinus,gorrión sabanero,iucn,Preocupación menor (lc),-99.5,17.55
Passerculus sandwichensis,gorrión sabanero,iucn,Preocupación menor (lc),-100.581523,25.021968
Passer domesticus domesticus,gorrión casero,iucn,Preocupación menor (lc),-115.2716667,32.545
Passer domesticus,"gorrión casero, gorrión doméstico",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Parkesia noveboracensis,chipe charquero,iucn,Preocupación menor (lc),-99.4973373,19.1531034
Parkesia motacilla,chipe arroyero,iucn,Preocupación menor (lc),-98.03407,20.211076
Pardirallus maculatus insolitus,rascón pinto,iucn,Preocupación menor (lc),-101.0416667,18.4916667
Pardirallus maculatus,rascón pinto,iucn,Preocupación menor (lc),-90.3434,20.52984
Paraclaravis mondetoura,tórtola pecho morado,iucn,Preocupación menor (lc),-92.6680556,16.7561111
Paraclaravis mondetoura,tórtola pecho morado,nom059,En peligro de extinción (P) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Claravis mondetoura),-92.6680556,16.7561111
Parabuteo unicinctus harrisi,aguililla rojinegra,iucn,Preocupación menor (lc),-102.5766667,23.2383333
Parabuteo unicinctus harrisi,aguililla rojinegra,nom059,Sujeta a protección especial (Pr),-102.5766667,23.2383333
Parabuteo unicinctus harrisi,aguililla rojinegra,cites,Apéndice II,-102.5766667,23.2383333
Parabuteo unicinctus,aguililla rojinegra,nom059,Sujeta a protección especial (Pr),-109.544274,28.4573233
Parabuteo unicinctus,aguililla rojinegra,cites,Apéndice II,-109.544274,28.4573233
Parabuteo unicinctus,aguililla rojinegra,iucn,Preocupación menor (lc),-109.544274,28.4573233
Panyptila sanctihieronymi,vencejo tijereta mayor,iucn,Preocupación menor (lc),-91.6739065,16.0997026
Panyptila sanctihieronymi,vencejo tijereta mayor,nom059,Sujeta a protección especial (Pr),-91.6739065,16.0997026
Panyptila cayennensis,vencejo tijereta menor,nom059,Sujeta a protección especial (Pr),-96.2238889,18.0458333
Panyptila cayennensis,vencejo tijereta menor,iucn,Preocupación menor (lc),-96.2238889,18.0458333
Pandion haliaetus ridgwayi,gavilán pescador,cites,Apéndice II,-87.4833333,20.0166667
Pandion haliaetus ridgwayi,gavilán pescador,iucn,Preocupación menor (lc),-87.4833333,20.0166667
Pandion haliaetus carolinensis,gavilán pescador,cites,Apéndice II,-116.1166667,30.5
Pandion haliaetus carolinensis,gavilán pescador,iucn,Preocupación menor (lc),-116.1166667,30.5
Pandion haliaetus,"gavilán pescador, águila pescadora",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Pandion haliaetus,"gavilán pescador, águila pescadora",cites,Apéndice II,-100.1943898,17.4221123
Pampa rufa,"fandanguero canelo, fandanguero rojizo",iucn,Preocupación menor (lc),-92.085257,15.086542
Pampa rufa,"fandanguero canelo, fandanguero rojizo",nom059,Sujeta a protección especial (Pr) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Campylopterus rufus (ver relaciones de sinonimia).),-92.085257,15.086542
Pampa rufa,"fandanguero canelo, fandanguero rojizo",cites,Apéndice II (El nombre publicado en CITES 2022 es Campylopterus rufus (ver relaciones de sinonimia).),-92.085257,15.086542
Pampa curvipennis excellens,"fandanguero cola larga, fandanguero tuxtleño",nom059,Sujeta a protección especial (Pr) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Campylopterus excellens (ver relaciones de sinonimia).),-95.1468534,18.5228338
Pampa curvipennis excellens,"fandanguero cola larga, fandanguero tuxtleño",iucn,Preocupación menor (lc),-95.1468534,18.5228338
Pampa curvipennis excellens,"fandanguero cola larga, fandanguero tuxtleño",cites,"Apéndice II (El nombre publicado en CITES 2022 es Trochilidae spp., familia ascendente de este taxón.)",-95.1468534,18.5228338
Pampa curvipennis,"fandanguero cola cuña, fandanguero mexicano",cites,Apéndice II (El nombre publicado en CITES 2022 es Campylopterus curvipennis (ver relaciones de sinonimia).),-98.9742054,21.7340278
Pampa curvipennis,"fandanguero cola cuña, fandanguero mexicano",iucn,Preocupación menor (lc),-98.9742054,21.7340278
Pachysylvia decurtata,"verdillo gris, vireocillo cabeza gris",nom059,Sujeta a protección especial (Pr),-90.9471962,16.1234976
Pachysylvia decurtata,"verdillo gris, vireocillo cabeza gris",iucn,Preocupación menor (lc),-90.9471962,16.1234976
Pachyramphus polychopterus,cabezón alas blancas,iucn,Preocupación menor (lc),-90.967091,16.899682
Pachyramphus major major,mosquero-cabezón mexicano,iucn,Preocupación menor (lc),-91.3070833,16.189
Pachyramphus major,"cabezón mexicano, mosquero-cabezón mexicano",iucn,Preocupación menor (lc),-87.2509874,20.9460456
Pachyramphus cinnamomeus fulvidior,mosquero-cabezón canelo,iucn,Preocupación menor (lc),-91.3065556,16.2053333
Pachyramphus cinnamomeus,"cabezón canelo, mosquero-cabezón canelo",iucn,Preocupación menor (lc),-91.192916,16.248622
Pachyramphus aglaiae yucatanensis,mosquero-cabezón degollado,iucn,Preocupación menor (lc),-88.25,19.7166667
Pachyramphus aglaiae sumichrasti,mosquero-cabezón degollado,iucn,Preocupación menor (lc),-97.1783333,20.4683333
Pachyramphus aglaiae insularis,mosquero-cabezón degollado,iucn,Preocupación menor (lc),-106.5816667,21.6266667
Pachyramphus aglaiae gravis,mosquero-cabezón degollado,iucn,Preocupación menor (lc),-97.5833333,21.75
Pachyramphus aglaiae albiventris,mosquero-cabezón degollado,iucn,Preocupación menor (lc),-101.6033333,19.5466667
Pachyramphus aglaiae aglaiae,mosquero-cabezón degollado,iucn,Preocupación menor (lc),-97.3333333,18.7
Pachyramphus aglaiae,"cabezón degollado, mosquero-cabezón degollado",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Oxyura jamaicensis rubida,pato tepalcate,iucn,Preocupación menor (lc),-99.1666667,19.3833333
Oxyura jamaicensis,pato tepalcate,iucn,Preocupación menor (lc),-99.4973373,19.1531034
Ortalis wagleri,chachalaca vientre castaño,iucn,Preocupación menor (lc),-106.32161,23.5030583
Ortalis vetula,"chachalaca oriental, chachalaca vetula",iucn,Preocupación menor (lc),-95.01698,18.35812
Ortalis vetula,"chachalaca oriental, chachalaca vetula",cites,Apéndice III (Guatemala y Honduras listaron a la especie Ortalis vetula.),-95.01698,18.35812
Ortalis poliocephala,chachalaca pálida,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Ortalis leucogastra,chachalaca vientre blanco,iucn,Preocupación menor (lc),-92.8918767,15.4802515
Ortalis leucogastra,chachalaca vientre blanco,nom059,Sujeta a protección especial (Pr),-92.8918767,15.4802515
Ornithion semiflavum,"mosquerito enano, mosquero ceja blanca",nom059,Sujeta a protección especial (Pr),-95.1468534,18.5228338
Ornithion semiflavum,"mosquerito enano, mosquero ceja blanca",iucn,Preocupación menor (lc),-95.1468534,18.5228338
Oriturus superciliosus,"zacatonero rayado, zacatonero serrano",iucn,Preocupación menor (lc),-99.4973373,19.1531034
Oreothlypis superciliosa,"chipe cejas blancas, parula ceja blanca",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Oreoscoptes montanus,"cuicacoche chato, cuitlacoche de chías",iucn,Preocupación menor (lc),-100.1027491,25.9070744
Oreortyx pictus pictus,codorniz de montaña,iucn,Preocupación menor (lc),-115.45,30.9166667
Oreortyx pictus eremophilus,codorniz de montaña,iucn,Preocupación menor (lc),-115.91,32.0466667
Oreortyx pictus confinis,codorniz de montaña,iucn,Preocupación menor (lc),-115.45,30.9166667
Oreortyx pictus,codorniz de montaña,iucn,Preocupación menor (lc),-115.8542121,32.0432978
Oreophasis derbianus,"pavón, pavón cornudo",iucn,En peligro (EN),-92.8922222,15.4244444
Oreophasis derbianus,"pavón, pavón cornudo",cites,Apéndice I,-92.8922222,15.4244444
Oreophasis derbianus,"pavón, pavón cornudo",nom059,En peligro de extinción (P),-92.8922222,15.4244444
Oporornis agilis,chipe de Connecticut,iucn,Preocupación menor (lc),-114.0504456,27.9666658
Onychorhynchus coronatus mexicanus,mosquero real,iucn,Preocupación menor (lc) (En IUCN Red List 2022-2 como Onychorhynchus mexicanus (ver relaciones de sinonimia).),-95.2166667,17.8
Onychorhynchus coronatus mexicanus,mosquero real,nom059,En peligro de extinción (P),-95.2166667,17.8
Onychorhynchus coronatus,mosquero real,nom059,En peligro de extinción (P),-91.9805556,17.5091667
Onychoprion fuscatus,"charrán albinegro, charrán sombrío",iucn,Preocupación menor (lc),-100.2667,16.85
Onychoprion anaethetus,charrán embridado,iucn,Preocupación menor (lc),-86.7792892,21.0619546
Oncostoma cinereigulare,"mosquerito pico curvo, mosquero pico curvo",iucn,Preocupación menor (lc),-89.9012736,18.5338613
Oenanthe oenanthe,collalba norteña,iucn,Preocupación menor (lc),-114.0078735,28.2961245
Odontophorus guttatus,codorniz bolonchaco,nom059,Sujeta a protección especial (Pr),-91.579609,16.970338
Odontophorus guttatus,codorniz bolonchaco,iucn,Preocupación menor (lc),-91.579609,16.970338
Oceanites oceanicus,paíño de Wilson,iucn,Preocupación menor (lc),-117.22648,32.366821
Nyctiphrynus yucatanicus,"tapacamino yucateco, tapacaminos huil",iucn,Preocupación menor (lc),-87.7313232,20.4823411
Nyctiphrynus mcleodii,"tapacamino prío, tapacaminos prío",iucn,Preocupación menor (lc),-99.5,17.55
Nyctiphrynus mcleodii,"tapacamino prío, tapacaminos prío",nom059,Sujeta a protección especial (Pr),-99.5,17.55
Nyctidromus albicollis yucatanensis,chotacabras pauraque,iucn,Preocupación menor (lc),-88.755,18.0733333
Nyctidromus albicollis merrilli,chotacabras pauraque,iucn,Preocupación menor (lc),-103.7216667,19.24
Nyctidromus albicollis insularis,chotacabras pauraque,iucn,Preocupación menor (lc),-106.2416667,21.305
Nyctidromus albicollis albicollis,chotacabras pauraque,iucn,Preocupación menor (lc),-92.65,15.35
Nyctidromus albicollis,chotacabras pauraque,iucn,Preocupación menor (lc),-100.416938,25.6477067
Nycticorax nycticorax,"garza nocturna corona negra, pedrete corona negra",iucn,Preocupación menor (lc),-99.4973373,19.1531034
Nyctibius jamaicensis,"pájaro estaca, pájaro estaca norteño",iucn,Preocupación menor (lc),-106.4418631,23.2995931
Nyctibius grandis,"bienparado mayor, pájaro estaca mayor",iucn,Preocupación menor (lc),-90.9205556,16.1380556
Nyctibius grandis,"bienparado mayor, pájaro estaca mayor",nom059,Amenazada (A),-90.9205556,16.1380556
Nyctanassa violacea violacea,pedrete corona clara,iucn,Preocupación menor (lc),-99.5833333,16.75
Nyctanassa violacea gravirostris,pedrete corona clara,nom059,Amenazada (A),-110.9833333,18.75
Nyctanassa violacea gravirostris,pedrete corona clara,iucn,Preocupación menor (lc),-110.9833333,18.75
Nyctanassa violacea bancrofti,pedrete corona clara,iucn,Preocupación menor (lc),-110,27.09
Nyctanassa violacea,"garza nocturna corona clara, pedrete corona clara",iucn,Preocupación menor (lc),-91.9952202,17.7202149
Numenius phaeopus,zarapito trinador,iucn,Preocupación menor (lc),-99.7637598,16.748347
Numenius borealis,zarapito boreal,cites,Apéndice I,-107.9733333,30.3566667
Numenius borealis,zarapito boreal,iucn,En peligro crítico (CR),-107.9733333,30.3566667
Numenius borealis,zarapito boreal,nom059,En peligro de extinción (P),-107.9733333,30.3566667
Numenius americanus,zarapito pico largo,iucn,Preocupación menor (lc),-109.568875,23.597522
Nucifraga columbiana,cascanueces americano,nom059,En peligro de extinción (P),-115.9085083,32.0453328
Nucifraga columbiana,cascanueces americano,iucn,Preocupación menor (lc),-115.9085083,32.0453328
Notharchus hyperrhynchus,buco de collar,iucn,Preocupación menor (lc),-94.3,17.15
Notharchus hyperrhynchus,buco de collar,nom059,Amenazada (A),-94.3,17.15
Nomonyx dominicus,pato enmascarado,iucn,Preocupación menor (lc),-92.4204254,18.3080847
Nomonyx dominicus,pato enmascarado,nom059,Amenazada (A),-92.4204254,18.3080847
Nannopterum brasilianum,"cormorán neotropical, cormorán oliváceo",iucn,Preocupación menor (lc) (En IUCN Red List 2022-2 como Nannopterum brasilianus.),-88.3018971,18.493776
Nannopterum auritum,"cormorán orejudo, cormorán orejón",iucn,Preocupación menor (lc) (En IUCN Red List 2022-2 como Nannopterum auritus.),-114.73141,32.715386
Myrmotherula schisticolor schisticolor,hormiguero apizarrado,iucn,Preocupación menor (lc),-91.4366667,16.8116667
Myrmotherula schisticolor schisticolor,hormiguero apizarrado,nom059,Amenazada (A),-91.4366667,16.8116667
Myrmotherula schisticolor,"hormiguero apizarrado, hormiguero plomizo",nom059,Amenazada (A),-92,15.9533333
Myrmotherula schisticolor,"hormiguero apizarrado, hormiguero plomizo",iucn,Preocupación menor (lc),-92,15.9533333
Myiozetetes similis texensis,luis gregario,iucn,Preocupación menor (lc),-91.0730556,16.0789722
Myiozetetes similis primulus,luis gregario,iucn,Preocupación menor (lc),-105.14,21.72
Myiozetetes similis hesperis,luis gregario,iucn,Preocupación menor (lc),-103.3333333,20.835
Myiozetetes similis,"Luis gregario, luisito común",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Myiopsitta monachus,perico monje argentino,cites,"CITES 2022 (Apéndice II. El nombre publicado en CITES 2022 es Psittaciformes spp., orden ascendente de este taxón con distribución Exótica-Invasora.)",-98.8679914,19.4905512
Myiopsitta monachus,perico monje argentino,iucn,Preocupación menor (lc),-98.8679914,19.4905512
Myiopagis viridicata placens,elenia verdosa,iucn,Preocupación menor (lc),-95.2166667,17.8
Myiopagis viridicata pacifica,elenia verdosa,iucn,Preocupación menor (lc),-105.7133333,23.4316667
Myiopagis viridicata minima,elenia verdosa,iucn,Preocupación menor (lc),-106.2416667,21.305
Myiopagis viridicata jaliscensis,elenia verdosa,iucn,Preocupación menor (lc),-105.14,21.72
Myiopagis viridicata,"elenia verdosa, mosquerito verdoso",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Myiodynastes maculatus insolens,papamoscas rayado,iucn,Preocupación menor (lc),-91.3091944,16.1926389
Myiodynastes maculatus,"papamoscas rayado, papamoscas rayado cheje",iucn,Preocupación menor (lc),-95.03569,18.52424
Myiodynastes luteiventris,"papamoscas atigrado, papamoscas rayado común",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Myioborus pictus pictus,chipe ala blanca,iucn,Preocupación menor (lc),-97.3333333,18.7
Myioborus pictus guatemalae,chipe ala blanca,iucn,Preocupación menor (lc),-93.985,16.6633333
Myioborus pictus,"chipe ala blanca, pavito alas blancas",iucn,Preocupación menor (lc),-100.6194483,22.0415583
Myioborus miniatus molochinus,chipe de montaña,iucn,Preocupación menor (lc),-96.9283333,19.545
Myioborus miniatus miniatus,chipe de montaña,iucn,Preocupación menor (lc),-105.8383333,23.3083333
Myioborus miniatus intermedius,chipe de montaña,iucn,Preocupación menor (lc),-92.8333333,15.6166667
Myioborus miniatus,"chipe de montaña, pavito alas negras",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Myiobius sulphureipygius,"mosquerito rabadilla amarilla, mosquero rabadilla amarilla",iucn,Preocupación menor (lc),-89.3645047,17.9672613
Myiarchus yucatanensis yucatanensis,papamoscas yucateco,iucn,Preocupación menor (lc),-91.0833333,18.2166667
Myiarchus yucatanensis navai,papamoscas yucateco,iucn,Preocupación menor (lc),-88.2466667,18.625
Myiarchus yucatanensis lanyoni,papamoscas yucateco,iucn,Preocupación menor (lc),-86.9866667,20.45
Myiarchus yucatanensis,papamoscas yucateco,iucn,Preocupación menor (lc),-90.1960376,20.8158667
Myiarchus tyrannulus,"papamoscas gritón, papamoscas tirano",iucn,Preocupación menor (lc),-89.0320753,18.4323762
Myiarchus tuberculifer,papamoscas triste,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Myiarchus nuttingi,"papamoscas de Nutting, papamoscas huí",iucn,Preocupación menor (lc),-108.0783333,25.46
Myiarchus crinitus,papamoscas viajero,iucn,Preocupación menor (lc),-89.9012736,18.5338613
Myiarchus cinerascens,papamoscas cenizo,iucn,Preocupación menor (lc),-109.928211,23.657133
Mycteria americana,cigüeña americana,iucn,Preocupación menor (lc),-89.0320753,18.4323762
Mycteria americana,cigüeña americana,nom059,Sujeta a protección especial (Pr),-89.0320753,18.4323762
Myadestes unicolor unicolor,clarín unicolor,iucn,Preocupación menor (lc),-98.7466667,20.805
Myadestes unicolor unicolor,clarín unicolor,nom059,Amenazada (A),-98.7466667,20.805
Myadestes unicolor pallens,clarín unicolor,iucn,Preocupación menor (lc),-91.4366667,16.8116667
